total_tasks,completed_tasks,avg_task_delay,budget_allocated,budget_spent,team_size,team_experience,sprint_velocity,past_delay_rate,completion_rate,budget_burn_rate,productivity_score,delayed
290,66,1.852284465,479852,382605.2279,9,6.714159932,24.73560621,0.526817166,0.227586207,0.797340071,2.74840069,1
95,87,9.177524892,398264,259166.7403,8,2.11461424,36.94808123,0.057099078,0.915789474,0.650741067,4.618510154,0
230,95,4.245274252,427033,392002.2186,4,1.634820738,19.01394978,0.110543166,0.413043478,0.917967039,4.753487444,1
144,192,0.870389626,494865,453475.605,12,9.184865533,34.4545839,0.219389389,1.333333333,0.91636225,2.871215325,0
148,149,8.157486435,477826,363405.9171,13,2.711158897,83.43602105,0.46435025,1.006756757,0.760540274,6.418155465,0
237,174,3.73509683,191130,140122.0685,13,8.391251391,44.04840464,0.433250932,0.734177215,0.73312441,3.388338819,0
274,114,5.264991942,305948,342501.1421,13,5.90167784,17.95572704,0.799691862,0.416058394,1.119475016,1.381209773,1
165,134,1.123043444,386781,297163.443,10,1.700708676,40.80029723,0.739474654,0.812121212,0.768298968,4.080029723,0
240,183,0.025840148,382338,323247.9276,9,9.599033723,98.32450008,0.426318294,0.7625,0.845450695,10.92494445,0
262,55,6.379852058,389061,271686.4839,9,3.222650503,66.67152357,0.333704208,0.209923664,0.698313334,7.407947064,1
209,45,5.151751703,114200,119994.3541,10,8.736808108,47.45448518,0.316468784,0.215311005,1.050738652,4.745448518,1
264,62,5.935385691,155848,121283.0502,14,2.519290052,24.98846621,0.773995087,0.234848485,0.77821371,1.784890444,1
210,46,7.937438504,156022,134105.2359,14,8.685485939,98.75591176,0.052072406,0.219047619,0.859527733,7.053993697,1
116,88,6.466059134,227691,154226.5032,13,1.119059316,83.87641083,0.01282165,0.75862069,0.677350019,6.452031603,0
177,167,1.747734428,460370,548467.1926,3,5.606024109,35.33295722,0.795544392,0.943502825,1.191361715,11.77765241,0
67,30,3.607725191,462755,325801.2781,3,7.924983215,16.30618261,0.477146376,0.447761194,0.704047019,5.435394205,1
74,93,9.058911048,306453,318563.9526,10,9.413159657,15.09630016,0.130881139,1.256756757,1.039519772,1.509630016,0
283,123,7.699447003,372202,297481.3152,6,9.182819226,20.83403346,0.235565935,0.434628975,0.799246955,3.472338909,1
272,57,5.566370579,112068,72211.26051,7,8.376623826,62.26917253,0.932503953,0.209558824,0.644352184,8.895596075,1
103,153,2.556449978,412076,436719.4366,10,8.993722147,93.58870791,0.859502976,1.485436893,1.059803135,9.358870791,0
107,219,3.020605018,211445,155100.1413,7,2.792977173,54.70690852,0.70978505,2.046728972,0.733524752,7.815272646,0
116,42,7.319580676,214226,236855.837,12,3.557658661,85.86509342,0.48222523,0.362068966,1.105635343,7.155424452,1
153,66,8.511742609,187103,213424.6555,6,3.600716724,50.12979579,0.520323626,0.431372549,1.140680029,8.354965965,1
223,109,6.714246695,274605,302580.847,14,4.393485379,73.77251912,0.975244535,0.488789238,1.101876685,5.269465651,1
73,65,8.095299758,253047,132724.5535,8,4.539886033,75.86854636,0.965770444,0.890410959,0.52450554,9.483568294,0
163,126,7.666561352,334929,352064.4169,14,5.900997922,25.65673353,0.215269046,0.773006135,1.051161342,1.832623824,1
81,159,1.49703968,299768,236198.4864,7,2.43891787,42.50944531,0.811104566,1.962962963,0.787937627,6.072777901,0
224,237,4.239448129,209741,233149.3633,9,7.221219974,67.35719409,0.197242666,1.058035714,1.111606044,7.484132676,0
135,160,1.529838008,144475,136755.4095,12,2.508098854,16.36269474,0.213537478,1.185185185,0.946567984,1.363557895,0
200,123,2.352355848,52282,56650.17124,9,3.792776339,42.5386169,0.676093034,0.615,1.083550194,4.726512989,1
243,209,8.692596247,215696,183255.8045,6,5.530106175,58.13195197,0.405001099,0.860082305,0.849602239,9.688658661,0
176,229,4.728919656,229510,200710.5925,14,8.167965054,99.66020437,0.931544407,1.301136364,0.874517853,7.118586027,0
204,236,5.353581018,270972,162873.5038,7,7.655223099,52.70802064,0.089009735,1.156862745,0.601071342,7.529717234,0
283,244,1.784459652,379678,398202.9267,5,6.809809208,83.44510814,0.511525641,0.862190813,1.048791151,16.68902163,0
179,130,3.12271786,212777,168854.0244,6,2.401959345,48.88605566,0.91852153,0.726256983,0.793572728,8.147675943,1
267,123,2.302461684,481460,409268.0016,6,5.923408111,81.67516504,0.90411366,0.460674157,0.850056083,13.61252751,1
66,79,2.061861645,387108,406296.3241,5,1.787018516,63.58733215,0.156529213,1.196969697,1.0495684,12.71746643,0
153,190,6.379607933,218509,200851.6767,12,4.396268591,89.79358974,0.3666377,1.241830065,0.91919178,7.482799145,0
210,223,2.568838476,258944,165923.3162,7,4.721648773,46.98482971,0.6191214,1.061904762,0.640769109,6.71211853,0
186,119,6.32015486,169006,154330.0026,7,1.358302955,64.38739778,0.159394885,0.639784946,0.913162861,9.198199683,0
92,87,0.584546141,286440,224953.6491,13,3.465892895,66.70168126,0.968022172,0.945652174,0.785343001,5.130898558,0
295,152,1.417743935,254054,210526.3894,9,9.600845205,47.56446476,0.914749329,0.515254237,0.828667879,5.284940529,1
225,139,2.74540254,362727,188551.9845,6,9.58269347,22.98808393,0.166950179,0.617777778,0.519817892,3.831347322,0
88,56,5.970469169,350536,226803.9936,6,4.170943488,18.42034662,0.121155461,0.636363636,0.647020545,3.07005777,0
270,91,6.758412451,57461,40034.61044,11,1.387900981,11.50043955,0.085408483,0.337037037,0.696726657,1.045494505,1
219,146,4.427169668,150123,149983.6867,8,2.611854454,88.61808378,0.909443664,0.666666667,0.999072006,11.07726047,1
296,125,4.457909146,322660,163925.713,6,4.529960141,31.2827421,0.19362381,0.422297297,0.508044731,5.21379035,0
75,111,7.245168514,198586,156117.2088,4,9.530017282,29.03560744,0.416284929,1.48,0.786144083,7.258901859,0
148,50,0.158210918,433395,497025.5379,8,2.270791572,76.24318604,0.448851366,0.337837838,1.146818809,9.530398255,1
99,141,3.410900245,479484,277293.4759,4,7.871642593,38.80145018,0.599011044,1.424242424,0.578316432,9.700362544,0
202,156,8.187070571,281496,242507.9797,7,1.978142854,55.54402232,0.071735344,0.772277228,0.861497072,7.934860331,0
201,70,6.032194102,217860,228876.2364,8,9.831318197,24.62599588,0.226758617,0.348258706,1.050565668,3.078249485,1
62,48,3.372271328,256821,297853.7831,6,4.434548492,96.37711493,0.931490387,0.774193548,1.159771915,16.06285249,1
109,225,9.055247923,242121,247627.7147,5,7.97711085,86.642326,0.908410107,2.064220183,1.022743648,17.3284652,0
299,59,7.726227274,374637,376283.8608,9,4.083319745,87.74106607,0.781290647,0.197324415,1.004395884,9.749007341,1
184,60,2.648954472,86027,92783.70365,4,6.649019894,46.60963737,0.019401246,0.326086957,1.078541663,11.65240934,1
106,233,6.452898375,405691,329559.3737,13,2.728144763,78.61250923,0.327006768,2.198113208,0.812340855,6.047116095,0
85,30,5.957507282,223921,238272.3595,8,2.314189174,22.94885399,0.627958735,0.352941176,1.064091173,2.868606748,1
222,170,4.01187914,412271,208433.9452,6,9.442577256,10.77571023,0.275190212,0.765765766,0.505575083,1.795951706,0
69,20,3.669560792,198930,228211.0515,8,9.258825501,11.79756393,0.909586695,0.289855072,1.147192739,1.474695492,1
114,65,3.435604748,265234,214922.9711,6,8.987220462,62.79415637,0.633889462,0.570175439,0.810314557,10.46569273,1
57,120,6.171557834,129003,114472.8931,6,6.628901051,50.98554147,0.071906717,2.105263158,0.887366132,8.497590245,0
287,168,4.424099365,233467,158388.1158,6,8.274413901,56.6213814,0.909005589,0.585365854,0.678417574,9.4368969,1
193,109,8.318631133,89758,91532.65775,11,1.621332432,10.67168264,0.957766658,0.564766839,1.019771583,0.970152967,1
191,129,6.696026161,366456,202886.5558,9,4.013101377,48.04179577,0.077712418,0.67539267,0.553645065,5.337977308,0
253,183,0.699316057,380814,423025.3514,5,3.823328123,74.62613451,0.532360235,0.723320158,1.110845062,14.9252269,0
164,201,6.401682238,132279,142819.2262,5,6.720807898,49.84243318,0.303364282,1.225609756,1.07968178,9.968486635,0
264,234,2.711474365,65434,42613.37435,8,4.203619961,75.89972857,0.392839076,0.886363636,0.651242081,9.487466071,0
192,76,5.928119917,245119,261426.051,8,2.336561035,30.9717068,0.179651218,0.395833333,1.066527079,3.871463349,1
141,20,6.801319311,490991,515761.6988,6,6.368203679,83.1827804,0.578072102,0.141843972,1.050450413,13.86379673,1
147,82,2.308291892,387913,365628.026,11,8.329455286,62.95881164,0.957979353,0.557823129,0.942551618,5.723528331,1
115,201,4.568586449,295754,225206.0605,6,4.43911145,28.96867895,0.5030726,1.747826087,0.761464124,4.828113158,0
81,74,1.903248628,378821,261405.1007,11,2.190418436,31.30484283,0.082914581,0.913580247,0.690049128,2.845894802,0
264,134,0.523388758,133555,88446.60018,6,2.770193776,66.52274181,0.620001333,0.507575758,0.662248513,11.08712364,0
240,187,3.784764235,178379,128972.7037,4,3.137349747,84.69456339,0.340222994,0.779166667,0.723026274,21.17364085,0
135,162,3.629442718,266992,302366.0132,4,3.699078337,47.40650038,0.85592519,1.2,1.13249091,11.8516251,0
100,168,9.954804907,289511,160490.0011,7,6.785155635,33.24703862,0.434678148,1.68,0.554348543,4.749576946,0
202,194,4.463523512,226806,244998.0851,6,6.408509361,88.03104462,0.192839609,0.96039604,1.080209893,14.67184077,0
235,220,3.335695495,413809,307966.1971,9,7.264718754,70.23414626,0.191105623,0.936170213,0.744223053,7.803794029,0
112,72,5.804750067,483819,418561.2887,13,4.262517861,50.32769386,0.768764181,0.642857143,0.865119577,3.871361066,1
239,156,0.887673941,118803,125472.5937,7,8.415978867,53.91101758,0.265587598,0.652719665,1.056139944,7.701573939,0
174,221,9.61665736,482548,540001.8938,8,2.83678895,28.38308211,0.767233394,1.270114943,1.119063583,3.547885264,1
199,199,6.349600456,403847,299390.7595,12,5.221366728,66.41223671,0.205887311,1,0.741346994,5.534353059,0
107,76,7.548378199,333456,274531.1359,6,8.208448494,42.28682595,0.321686369,0.710280374,0.823290437,7.047804325,1
107,136,1.704779382,274448,216858.1735,14,2.62142783,99.6080659,0.465486972,1.271028037,0.790161245,7.11486185,0
135,173,4.09477853,225251,114714.866,4,1.988768024,53.21651637,0.94319585,1.281481481,0.509275723,13.30412909,0
98,188,4.226891134,252514,178567.8058,12,8.953155709,53.72970456,0.931731425,1.918367347,0.707160022,4.47747538,0
229,54,8.218064439,295404,242654.4355,11,4.086366965,60.92666087,0.206871875,0.23580786,0.821432464,5.538787352,1
219,82,0.012366798,167961,132313.8855,12,7.154831124,92.50804028,0.358219041,0.374429224,0.787765526,7.709003357,0
119,44,3.008531084,352523,354409.16,9,1.228137438,82.07362899,0.149399388,0.369747899,1.005350459,9.11929211,1
64,109,9.812363743,67297,51775.79032,6,7.210421996,50.60170628,0.509985079,1.703125,0.769362532,8.433617714,0
103,94,4.748865435,314155,264695.5408,5,3.844911804,74.68293394,0.460582551,0.912621359,0.842563514,14.93658679,0
284,57,3.825262802,170234,136310.7924,12,1.501667682,62.76119489,0.900760162,0.200704225,0.800726014,5.230099574,1
237,149,1.19829002,94014,95747.45873,5,6.488314854,54.31303438,0.930005378,0.628691983,1.018438304,10.86260688,1
150,154,9.741646286,293166,323678.9164,11,3.167234345,27.30841955,0.383567391,1.026666667,1.104080679,2.482583596,1
274,229,0.200263559,454954,396866.5448,7,4.481265178,51.75426371,0.491737943,0.835766423,0.872322355,7.393466244,0
57,238,7.37180225,406477,427858.721,5,1.725227311,32.12367283,0.896236249,4.175438596,1.052602536,6.424734566,0
102,181,7.685998048,228570,161770.5723,7,2.32446926,92.33579349,0.806707808,1.774509804,0.707750677,13.19082764,0
109,110,2.436567161,308864,271478.7083,4,3.681795119,40.18661321,0.003656311,1.009174312,0.878958727,10.0466533,0
285,36,6.715584436,323264,239752.291,13,1.807835505,95.70376131,0.320059564,0.126315789,0.741660968,7.361827793,1
157,147,0.929291444,451983,357039.7439,6,9.197436382,57.97497611,0.421774242,0.936305732,0.789940648,9.662496018,0
54,190,2.570472664,334996,339247.0005,12,1.054423389,66.83899408,0.229716284,3.518518519,1.012689705,5.569916173,0
152,206,7.879019883,391383,437238.8951,4,5.35474197,58.86464,0.199571616,1.355263158,1.117163738,14.71616,0
245,127,8.64686192,444145,259845.5993,4,2.109227123,21.64425553,0.037784507,0.518367347,0.585046774,5.411063882,0
55,198,6.084864127,258559,244143.6841,14,3.769111805,43.82390971,0.643369725,3.6,0.94424748,3.130279265,0
158,201,5.068384318,141575,128479.4067,10,9.334536038,18.9231501,0.26251029,1.272151899,0.907500665,1.89231501,0
273,171,1.593040206,145040,84542.4421,3,2.455250979,66.06586398,0.052347178,0.626373626,0.582890527,22.02195466,0
165,44,0.631090331,198510,128699.2005,9,9.692490877,50.21867757,0.230979311,0.266666667,0.648326031,5.579853063,0
143,218,1.176490285,229587,164774.9908,7,2.852149393,80.01864744,0.801913953,1.524475524,0.717701746,11.43123535,0
96,199,2.273573001,55744,34385.78393,13,7.674094976,29.84234329,0.851489182,2.072916667,0.61685175,2.295564868,0
148,217,3.416745019,264892,177639.3931,10,5.920095384,24.81094526,0.483066245,1.466216216,0.670610638,2.481094526,0
104,107,3.809095255,485633,333785.5451,3,8.960308548,46.56990079,0.41607067,1.028846154,0.687320559,15.52330026,0
217,180,3.463217686,450285,330946.7243,13,5.9859393,93.39268449,0.977853694,0.829493088,0.734971683,7.184052653,0
101,196,2.390553322,354503,363214.3146,9,5.811032972,73.93796335,0.20056466,1.940594059,1.024573317,8.215329261,0
193,48,5.097242468,200871,180851.9034,7,2.759122003,47.70312623,0.215359283,0.248704663,0.900338543,6.814732319,1
62,82,8.252861082,410890,489112.2265,6,2.496064258,56.55449528,0.291867177,1.322580645,1.19037267,9.425749213,0
163,169,2.797035385,274834,217205.4544,9,9.24840236,17.57917101,0.172757318,1.036809816,0.790315079,1.953241223,0
173,173,9.423870191,170906,175641.045,12,3.95054379,98.61183067,0.379365598,1,1.027705552,8.217652556,0
155,175,8.733366617,251260,278905.6089,4,4.348740295,69.97665742,0.910834227,1.129032258,1.110027895,17.49416436,1
207,133,1.617642114,270931,264234.9255,14,7.838412926,35.68636616,0.615347841,0.642512077,0.975284945,2.549026154,1
196,232,7.862759568,303593,239323.9765,3,4.049411342,62.72275548,0.411946549,1.183673469,0.788305318,20.90758516,0
194,68,5.745873823,288746,296691.2047,3,9.56856202,19.85341295,0.934410795,0.350515464,1.027516242,6.617804315,1
169,218,5.665753622,57597,37009.93129,13,7.641349921,96.92530019,0.048464232,1.289940828,0.642566996,7.455792323,0
112,100,3.910427631,359237,261986.7,14,6.376863183,25.73064891,0.210276178,0.892857143,0.729286516,1.837903494,0
68,103,5.011529992,480442,424076.3901,3,8.928056445,68.32272862,0.565888605,1.514705882,0.882679679,22.77424287,0
141,124,3.971787774,253199,228584.657,14,1.446453175,32.09090163,0.615552623,0.879432624,0.902786571,2.292207259,0
107,196,5.397326188,426794,220011.8942,7,3.31356423,74.58052444,0.039557507,1.831775701,0.515499033,10.65436063,0
232,167,6.279500528,258434,300191.7482,12,5.185327008,79.91392305,0.403038758,0.719827586,1.161579932,6.659493588,1
139,137,6.743038064,207489,204924.2471,9,3.042806855,70.6077756,0.649153965,0.985611511,0.98763909,7.8453084,0
278,105,5.324811926,461909,391233.5165,4,7.695146686,65.30495142,0.698070546,0.377697842,0.846992625,16.32623786,1
267,239,7.214220673,433100,499446.1837,12,9.272872279,90.32221846,0.638139903,0.895131086,1.153189064,7.526851538,1
166,82,1.412780493,165598,133698.3432,10,4.813931079,17.07640399,0.320563224,0.493975904,0.807366896,1.707640399,0
111,208,2.119824909,300100,356010.1002,6,4.079193401,39.78232892,0.093520124,1.873873874,1.186304899,6.630388153,0
72,123,8.187350041,308589,264954.3087,14,9.653956589,32.34587317,0.427112446,1.708333333,0.85859933,2.310419512,0
176,68,3.225279778,234233,135855.1491,5,5.003671895,98.92125659,0.128754437,0.386363636,0.580000039,19.78425132,0
186,90,0.22893825,302388,313080.6455,12,5.401435604,45.04508017,0.947623659,0.483870968,1.035360681,3.753756681,1
189,20,1.537911497,183241,178701.8286,13,4.164848851,75.93514293,0.475170866,0.105820106,0.975228408,5.841164841,1
294,243,2.236144345,265164,276059.7757,10,9.185936257,71.62526475,0.317259174,0.826530612,1.041090705,7.162526475,0
178,160,9.573228879,203124,236844.4975,4,6.12059935,29.08731137,0.766304071,0.898876404,1.16600942,7.271827843,1
107,241,5.730414289,254923,266022.9877,13,7.859571285,31.50979122,0.497948593,2.252336449,1.043542512,2.423830094,0
171,234,9.327307405,58036,53853.67173,13,8.306260465,35.31561072,0.310034024,1.368421053,0.927935622,2.71658544,0
50,198,5.751633505,81778,89965.30519,5,4.076641377,47.00145504,0.811967742,3.96,1.100116232,9.400291009,0
288,142,4.793544401,470950,457420.7874,14,4.903248982,31.08925591,0.867152151,0.493055556,0.971272508,2.220661136,1
83,203,3.137276912,204245,160471.8937,5,8.63624597,11.76863345,0.673008166,2.445783133,0.78568334,2.353726689,0
145,230,6.063709444,211475,236838.0078,12,4.269298165,89.14537511,0.046964422,1.586206897,1.119933835,7.428781259,0
175,81,1.391980246,252747,165632.773,13,8.145416201,96.90488482,0.56632288,0.462857143,0.655330323,7.45422191,0
167,51,8.982616273,449560,449671.8921,3,9.468930903,40.74133483,0.763294912,0.305389222,1.000248892,13.58044494,1
97,177,8.293324051,68800,76856.09599,8,6.608893358,40.46561915,0.136503012,1.824742268,1.117094418,5.058202394,0
138,48,3.175314479,337516,341539.7185,4,7.674645587,10.63826315,0.228670751,0.347826087,1.011921564,2.659565787,1
281,68,9.527975276,373660,369210.7532,3,8.245875808,71.22256195,0.882495105,0.241992883,0.988092793,23.74085398,1
286,192,8.252007674,332682,341613.4491,4,8.60535684,84.28959062,0.020121722,0.671328671,1.026846806,21.07239765,0
166,240,6.663068858,376062,310453.7248,14,4.555480041,23.19474703,0.752727138,1.445783133,0.825538674,1.656767645,0
178,49,1.217619111,458189,509469.2735,8,1.461371133,24.36997144,0.473773293,0.275280899,1.111919478,3.04624643,1
65,163,4.78234023,383299,246233.3982,6,4.616886441,81.1074925,0.446772159,2.507692308,0.642405533,13.51791542,0
238,187,5.061075548,281312,165740.7292,8,7.063806068,65.46616735,0.007096532,0.785714286,0.589170491,8.183270919,0
280,38,2.325513584,109500,76634.248,14,5.053153472,14.03745019,0.819398231,0.135714286,0.699856146,1.002675013,1
241,37,0.799653944,217647,189810.858,11,7.740668358,66.02922914,0.359824901,0.153526971,0.872104178,6.002657195,1
240,20,7.767236305,286527,245666.3177,12,4.212841865,37.80259506,0.540765631,0.083333333,0.857393257,3.150216255,1
118,97,1.220350521,485477,521605.7762,14,6.71269727,43.18526399,0.677300686,0.822033898,1.07441913,3.084661714,0
71,134,5.942907506,160659,125827.817,12,2.677778244,79.27582765,0.702629576,1.887323944,0.783198059,6.606318971,0
142,194,9.364491739,77716,65206.918,10,7.74432493,82.98416734,0.955980059,1.366197183,0.839041098,8.298416734,0
296,213,8.761051926,446452,227403.6202,3,5.911263719,46.03209642,0.531339953,0.719594595,0.509357378,15.34403214,0
244,239,2.777526237,459064,361199.573,10,2.836579497,95.24376424,0.399719551,0.979508197,0.786817466,9.524376424,0
125,132,8.514486376,52352,49914.59365,11,3.627200561,46.58164462,0.953703626,1.056,0.953441963,4.234694965,1
203,133,0.003325061,183004,93488.66058,8,7.737478377,79.46524317,0.642110235,0.655172414,0.510855831,9.933155396,0
193,241,0.176878096,388593,270700.6358,12,5.343411121,53.54895381,0.298150356,1.248704663,0.696617376,4.462412818,0
228,185,6.025531638,58556,37801.9648,7,2.944282964,90.77790939,0.126464245,0.811403509,0.645569452,12.96827277,0
278,198,3.647982191,311973,165155.3241,8,9.705440713,91.69851193,0.842554501,0.712230216,0.5293898,11.46231399,0
135,82,3.864608412,398980,333340.6335,8,7.436125178,17.86751271,0.362181603,0.607407407,0.835482063,2.233439089,0
234,151,5.644410907,186570,117017.8804,11,9.614213493,94.28439982,0.660469721,0.645299145,0.627206305,8.571309074,0
78,148,1.917824556,257190,262374.1988,6,4.843945408,84.29813574,0.470816419,1.897435897,1.020157078,14.04968929,0
255,27,2.117553507,100098,109462.1197,4,5.275903066,81.21796429,0.19892978,0.105882353,1.093549519,20.30449107,1
269,176,4.84601587,424313,374205.7199,13,9.081596946,28.08202057,0.601686609,0.654275093,0.881909628,2.160155429,1
118,74,7.542535443,190641,226328.0686,13,5.725444062,82.46072879,0.060683069,0.627118644,1.18719514,6.343132984,1
96,122,6.194977514,297199,242316.7467,11,7.365510207,86.51194612,0.41334246,1.270833333,0.815335,7.864722375,0
290,150,2.973550482,176060,151298.525,4,3.269555897,36.0235301,0.54661494,0.517241379,0.859357747,9.005882525,1
143,51,4.303371775,237954,283748.825,12,5.020538218,95.70340705,0.436046974,0.356643357,1.192452428,7.975283921,1
287,29,1.706647585,251465,166490.9292,11,2.111048792,14.48741318,0.748672175,0.101045296,0.662083905,1.317037561,1
239,221,0.746298143,180544,209391.7099,4,2.853820323,23.49183279,0.827924955,0.924686192,1.159782158,5.872958198,0
293,230,7.826960407,50340,26679.50977,14,1.008490737,58.38230242,0.771243074,0.784982935,0.529986289,4.170164459,0
246,129,2.653874092,225021,182822.9971,10,1.353385465,61.8213224,0.038812948,0.524390244,0.812470823,6.18213224,0
253,181,1.777663879,132302,72634.12326,11,9.795554409,68.0635075,0.19412877,0.71541502,0.549002458,6.187591591,0
193,143,6.916180556,272740,275594.0386,14,3.181183256,11.52722164,0.536607509,0.740932642,1.01046432,0.823372974,1
267,244,6.180516743,50138,46422.08506,12,6.969796386,96.43300972,0.93482204,0.913857678,0.925886255,8.036084143,1
267,106,6.33189626,443574,441198.2107,11,8.551897289,14.01292835,0.834956775,0.397003745,0.994643984,1.273902577,1
225,74,2.288946048,169619,129272.7937,12,5.955944133,22.87557575,0.842534508,0.328888889,0.76213628,1.906297979,1
134,239,2.326455386,397520,301573.5209,11,2.378300501,11.26130658,0.303208194,1.78358209,0.758637354,1.023755143,0
88,51,2.208026298,149931,79721.83537,4,7.553047936,61.017259,0.429447897,0.579545455,0.531723495,15.25431475,0
149,197,1.737525957,473870,353014.8859,6,6.402262691,93.90401955,0.470705947,1.322147651,0.744961458,15.65066993,0
82,154,6.557236726,206951,238097.5149,9,7.581255304,69.93524495,0.157371583,1.87804878,1.150501882,7.770582772,0
271,112,8.480158852,393676,301342.6704,14,7.927719606,84.03917216,0.03106813,0.413284133,0.765458576,6.002798012,1
150,27,7.243174697,367922,398075.9284,4,9.778693309,11.19530831,0.946902899,0.18,1.081957394,2.798827078,1
72,84,7.920936338,87772,95638.81594,3,6.16206952,58.78137686,0.240712586,1.166666667,1.089627853,19.59379229,0
299,76,4.047984291,108478,82580.91791,5,4.074770014,51.36066798,0.239948904,0.254180602,0.761268809,10.2721336,1
59,86,6.540757954,76762,72339.90056,14,6.836181012,54.90711498,0.083379054,1.457627119,0.942392076,3.921936784,0
295,235,3.542362404,194355,110152.6634,6,1.615966383,16.49918668,0.928507752,0.796610169,0.566760122,2.749864447,0
118,234,5.25504622,244994,140277.4411,10,9.076575865,71.5991825,0.579737115,1.983050847,0.572575007,7.15991825,0
149,206,4.816348465,220492,117756.0379,8,2.074429102,55.28983734,0.667036857,1.382550336,0.534060365,6.911229667,0
83,91,1.768871451,367712,333408.3554,13,3.950585541,78.86339649,0.911576887,1.096385542,0.906710565,6.066415114,0
229,73,3.870787603,397234,317091.9151,4,8.341708426,53.67615707,0.345620169,0.318777293,0.798249684,13.41903927,1
272,248,9.638222755,332363,293683.4747,11,6.375811405,23.44434726,0.621507311,0.911764706,0.88362265,2.131304296,1
187,86,2.485802577,369313,319363.8722,4,4.542719682,68.34312587,0.038799455,0.459893048,0.864751233,17.08578147,0
299,70,1.338037363,124965,93116.68175,14,5.260920934,25.51477259,0.186772528,0.234113712,0.745142094,1.822483756,1
196,116,4.185806216,227912,222039.0246,7,8.690926539,88.5155107,0.831245805,0.591836735,0.97423139,12.64507296,1
235,111,7.903377359,225767,232754.7859,14,4.060039475,65.18046152,0.766768356,0.472340426,1.030951317,4.655747251,1
145,27,5.821482298,286281,146071.9548,6,8.826847163,24.14834952,0.350642691,0.186206897,0.510239781,4.02472492,1
50,181,6.809748272,134754,86925.7102,9,1.793209879,96.61042517,0.376810628,3.62,0.64506961,10.73449169,0
297,54,1.896948482,127988,127893.9426,10,7.991185935,56.6528917,0.533554434,0.181818182,0.999265108,5.66528917,1
118,115,6.18948193,200023,154144.5488,7,8.627928697,16.56086067,0.000241005,0.974576271,0.770634121,2.365837238,0
286,107,3.235003949,182379,175765.7118,12,2.636358876,66.4149614,0.241244336,0.374125874,0.963738763,5.534580116,1
53,97,8.34303366,130388,96861.83709,7,4.873118791,32.78790163,0.208231809,1.830188679,0.742873862,4.683985947,0
65,51,6.29298806,402912,311663.958,4,2.489497972,82.33241067,0.250482947,0.784615385,0.773528607,20.58310267,0
73,139,1.988562778,347572,212392.6334,10,7.359437161,83.60398662,0.805905843,1.904109589,0.611075212,8.360398662,0
129,65,0.646166798,289779,197270.4487,4,5.818129913,98.10526203,0.279673857,0.503875969,0.680761714,24.52631551,0
296,163,0.426332093,404165,373362.8701,12,6.71791012,55.16825779,0.191521322,0.550675676,0.92378823,4.597354816,0
51,215,3.714085677,430562,345833.5029,14,2.768382703,50.94611918,0.504263461,4.215686275,0.803214178,3.639008513,0
290,184,2.658511367,256846,267636.5828,8,2.905712758,77.81280449,0.865645036,0.634482759,1.042011878,9.726600561,1
269,201,6.460901235,220047,241349.6331,10,1.37347593,21.92235907,0.241349704,0.747211896,1.096809468,2.192235907,1
177,232,4.99333835,182212,160192.134,8,3.898607817,59.22239624,0.078536243,1.310734463,0.879152493,7.40279953,0
209,161,2.66019278,468058,482468.1505,6,6.037701952,59.16228401,0.356404736,0.770334928,1.030787104,9.860380669,0
268,242,1.49237778,338565,242017.4886,6,8.721414226,18.05258105,0.747651825,0.902985075,0.714833159,3.008763509,0
133,74,1.271997627,313852,248093.6821,8,7.002347027,47.6185677,0.550690545,0.556390977,0.790479851,5.952320962,0
201,195,8.646603921,446846,446374.2975,6,4.918566911,86.79563187,0.81679337,0.970149254,0.998944373,14.46593865,1
189,229,2.434779684,462811,356525.711,10,9.57808103,87.05382598,0.959592148,1.211640212,0.770348395,8.705382598,0
227,26,6.517106479,126021,114925.2863,11,7.473206805,18.93138984,0.792662477,0.114537445,0.911953455,1.72103544,1
212,93,8.10685928,209380,131859.3467,3,9.371486826,18.16487945,0.603803079,0.438679245,0.629760945,6.054959816,1
173,26,6.140813112,94789,87190.70622,6,5.748291759,33.64259293,0.493341588,0.150289017,0.91983992,5.607098822,1
82,180,8.595652316,498906,550323.0503,6,3.330138473,88.72894563,0.040069086,2.195121951,1.103059595,14.7881576,0
210,170,3.923937215,76086,84306.92094,4,1.475440177,21.60123266,0.984321979,0.80952381,1.108047748,5.400308164,1
238,104,9.562221906,329003,331319.5379,8,7.534763663,74.79971224,0.383481123,0.43697479,1.007041084,9.34996403,1
228,166,1.331450042,57684,58954.62654,5,2.091726982,19.10490577,0.152228214,0.728070175,1.022027365,3.820981153,0
220,131,1.021495297,141088,125645.8072,9,3.724976154,66.08240684,0.666708855,0.595454545,0.890549212,7.342489649,1
150,144,6.586921462,444423,404099.4626,13,5.792238171,42.04605692,0.284288289,0.96,0.909267663,3.234312071,0
61,166,9.428311414,96099,57040.08106,13,6.07974929,81.00225667,0.585778271,2.721311475,0.593555407,6.230942821,0
116,55,8.088834616,116093,94116.76133,7,6.405248773,31.03214039,0.586767908,0.474137931,0.810701432,4.433162913,1
114,48,0.764168594,210761,171884.7423,6,2.496297973,67.52816465,0.445729821,0.421052632,0.815543399,11.25469411,0
